# YTID, start_seconds, end_seconds, positive_labels
-2xiZDEuHd8,30.0,40.0," ""/m/04rlf,/m/09x0r,/t/dd00018"""
-3-4qmWSJXU,30.0,40.0," ""/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"""
-3-JjN3BXjA,90.0,100.0," ""/m/09x0r,/t/dd00013"""
-36qTeAdDMI,130.0,140.0," ""/m/07cx4,/m/09x0r,/t/dd00125"""
-3Kv4fdm7Uk,30.0,40.0," ""/m/04rlf,/m/04szw,/m/0l156b"""
-3YWuPXHknk,30.0,40.0," ""/m/02mk9,/t/dd00130"""
-3nXxwBlX5A,20.0,30.0," ""/m/04wptg"","
-3nyUrKWFEE,210.0,220.0," ""/m/06hck5,/m/06wzb"""
-3rHVsIj1M8,30.0,40.0," ""/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092"""
-3z5mFRgbxc,30.0,40.0," ""/m/01bjv,/m/07yv9,/m/09x0r,/m/0btp2"""
-47nPCeukVc,1.0,11.0," ""/m/07yv9,/m/0gvgw0"""
-4SYC2YgzL8,30.0,40.0," ""/m/04rlf,/m/04wptg,/m/0ggq0m"""
-4kkGS4-qVM,10.0,20.0," ""/m/01wy6,/m/085jw,/m/0l14l2"""
-4pmCrSdMhg,30.0,40.0," ""/m/04rlf,/m/07rv9rh,/m/09x0r"""
-4viN_EoxOA,0.0,10.0," ""/m/01kcd,/m/06ncr"""
-53zl3bPmpM,210.0,220.0," ""/m/04rlf,/m/07pws3f,/m/09x0r"""
-5CGQGSFGyg,60.0,70.0," ""/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c"""
-5FoeegAgvU,230.0,240.0," ""/m/04rlf,/m/07rrh0c"""
-5PZ_Bh-M6o,180.0,190.0," ""/m/01jg02"","
-65CfQUX9Ng,10.0,20.0," ""/m/07prgkl"","
-6Aq2fJwlgU,510.0,520.0," ""/m/07pjjrj,/m/07rdhzs"""
-6GcdDStIwM,21.0,31.0," ""/m/08j51y,/m/0c1dj"""
-6HBGg1cAI0,30.0,40.0," ""/m/02p0sh1,/m/04rlf,/m/06j64v"""
-6JnAxTXApw,30.0,40.0," ""/m/0chx_"","
-6cTEqIcics,30.0,40.0," ""/m/03kmc9,/m/0dgbq"""
-7B9tPuIP-w,450.0,460.0," ""/m/0155w,/m/04rlf,/m/07sr1lc"""
-7IhwezUrUA,590.0,600.0," ""/m/023pjk"","
-7TanrCbmME,30.0,40.0," ""/m/04rlf,/m/09x0r,/t/dd00005"""
-7XwGino_W0,30.0,40.0," ""/m/07qv4k0"","
-7YESdyyHVw,10.0,20.0," ""/m/0239kh"","
-7eDqv-6AKQ,30.0,40.0," ""/m/07yv9,/m/0gvgw0,/m/0k4j"""
-7vpNApSN8g,70.0,80.0," ""/m/08j51y,/t/dd00125"""
-88me9bBzrk,30.0,40.0," ""/m/015vgc,/m/04rlf"""
-8C-gydUbR8,30.0,40.0," ""/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00005"""
-8Ds_ZrtQ9M,20.0,30.0," ""/m/02x984l"","
-8Mzg0pjOzc,30.0,40.0," ""/m/04rlf,/m/08j51y,/m/09x0r"""
-8cgbhIR_pw,30.0,40.0," ""/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y,/t/dd00034"""
-8pCMgGKZY8,12.0,22.0," ""/m/04rlf,/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"""
-8s8gqSkRzI,30.0,40.0," ""/m/07s0dtb"","
-95a1RB0jHs,30.0,40.0," ""/m/014zdl,/m/07pxg6y"""
-98gqe2LWcg,14.0,24.0," ""/m/04k94,/m/0dv3j"""
-9GUUhB3QV0,30.0,40.0," ""/m/03j1ly,/m/03kmc9,/m/04qvtq"""
-9O1cb8z7Mk,0.0,10.0," ""/m/02z32qm"","
-9byM5-ih2M,0.0,10.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"""
-9mHz0OsKKw,0.0,10.0," ""/m/07qv_d5,/m/07yv9,/m/0k4j,/t/dd00128"""
-9phJ0sJrXg,14.0,24.0," ""/t/dd00006"","
-A-Un_X21lU,230.0,240.0," ""/m/01b82r,/m/07pdjhy,/m/083vt"""
-A1o1Egi20c,60.0,70.0," ""/m/03w41f"","
-A3zsFeU_OI,30.0,40.0," ""/m/07s04w4,/m/09x0r"""
-ABOfhcXwt8,17.0,27.0," ""/m/06h7j,/m/09x0r"""
-ANxUxvGASw,10.0,20.0," ""/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"""
-AeiYb4vDK0,340.0,350.0," ""/m/03cczk,/m/07pdhp0,/m/09x0r,/m/0jbk,/t/dd00129"""
-Am9MfJ6Z2o,60.0,70.0," ""/m/023pjk"","
-BAF0DHMqVA,130.0,140.0," ""/m/0395lw"","
-BHPu-dPmWQ,30.0,40.0," ""/m/04rlf,/t/dd00032"""
-BWhd7Q43tE,50.0,60.0," ""/m/012xff"","
-BY64_p-vtM,30.0,40.0," ""/m/07r04,/m/07yv9,/m/09x0r,/m/0fx9l"""
-Bu7YaslRW0,30.0,40.0," ""/m/025td0t,/m/02cjck,/m/04rlf"""
-Bx_-I7sB5k,160.0,170.0," ""/m/04rlf,/m/09x0r,/m/0k65p,/t/dd00125"""
-By6I234TSs,10.0,20.0," ""/m/04rlf,/m/07pt_g0,/m/0l14qv"""
-ByoSbgzr4M,0.0,10.0," ""/m/01glhc,/m/04rlf"""
-COelgvUEW4,16.0,26.0," ""/m/04rlf,/t/dd00004"""
-CXICIHCb6Y,30.0,40.0," ""/m/07qcpgn,/m/09x0r"""
-CZ1LIc8aos,20.0,30.0," ""/t/dd00134"","
-Cdx8zogHI0,260.0,270.0," ""/m/07pc8lb,/m/07rn7sz,/m/09x0r"""
-Cr0wim-lIQ,30.0,40.0," ""/m/0150b9"","
-D--GWwca0g,130.0,140.0," ""/m/04rlf,/m/07pxg6y,/m/09x0r"""
-DSNfC2EJhU,20.0,30.0," ""/m/01jt3m,/m/0838f"""
-DnZ_ZY3lgA,160.0,170.0," ""/m/011k_j"","
-E35OMfL4A4,3.0,13.0," ""/m/04rlf,/m/04rmv"""
-EJM0iKMFuI,10.0,20.0," ""/m/02_nn,/m/04rlf"""
-EVRXQpt1-8,50.0,60.0," ""/m/01swy6,/m/04rlf,/t/dd00126"""
-EdnWQqlerc,320.0,330.0," ""/m/096m7z"","
-EgyhJoKuRU,20.0,30.0," ""/m/07pws3f"","
-EpiyDLPHzo,30.0,40.0," ""/m/04rlf,/m/07lnk,/m/07s72n,/m/08cyft,/m/0ggx5q"""
-F7sBonFvVw,40.0,50.0," ""/m/0dv3j"","
-FITRqeXl9Q,30.0,40.0," ""/m/01d3sd,/m/02yds9"""
-FKrYTj_eCU,0.0,10.0," ""/m/03qc9zr"","
-FoTxwPOz3U,0.0,10.0," ""/m/0939n_,/m/09x0r,/m/0ytgt"""
-Fy2i3zpYdY,20.0,30.0," ""/m/07n_g"","
-G04QpzSpbU,20.0,30.0," ""/m/02yds9,/m/0ytgt"""
-G3tJhsHtKU,0.0,10.0," ""/m/07qfgpx"","
-GVRoRILVD4,70.0,80.0," ""/m/015lz1,/m/05lls"""
-Gf4Ihv1zwc,50.0,60.0," ""/m/04rlf,/t/dd00034"""
-Gr9P8Abnlk,110.0,120.0," ""/m/01jt3m,/m/0838f"""
-HAoExLVs6Q,380.0,390.0," ""/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"""
-HKAgW-vzSI,30.0,40.0," ""/m/08j51y,/m/09x0r"""
-HWygXWSNRA,30.0,40.0," ""/m/0k4j,/t/dd00066"""
-IKnJa9U66I,150.0,160.0," ""/m/04rlf,/m/09x0r,/m/0llzx,/t/dd00065"""
-IVxwkTcpp4,0.0,10.0," ""/m/01hnzm,/m/04rlf"""
-IZbvEO9wzU,30.0,40.0," ""/m/04rlf,/t/dd00004,/t/dd00005"""
-IeSZuZNhPw,40.0,50.0," ""/m/02mk9,/m/07qn4z3,/m/07yv9"""
-Igq1W20Gi8,0.0,10.0," ""/m/01w250"","
-Irh7_N5Kjs,2.0,12.0," ""/m/07q4ntr,/m/09x0r"""
-IvJaK7HLtQ,30.0,40.0," ""/m/015vgc,/m/01c194,/m/04rlf,/m/0jtg0"""
-JBH9j7-h8U,30.0,40.0," ""/m/07qdb04,/m/09ddx,/m/0jbk"""
-JJmkQYZA-4,20.0,30.0," ""/m/025rv6n,/m/07qn5dc,/m/09b5t"""
-JUBdOr8Hes,30.0,40.0," ""/m/0mkg"","
-JeVsIKuMIM,30.0,40.0," ""/m/07rgkc5"","
-JlIkV1f_g4,380.0,390.0," ""/m/01sm1g,/m/0l14md"""
-JvB5AL59fM,30.0,40.0," ""/m/04rlf,/m/06j6l,/t/dd00031,/t/dd00035"""
-JzMCtGCh4o,0.0,5.0," ""/m/07st88b,/m/09ld4"""
-K1BRF6qng8,30.0,40.0," ""/t/dd00004"","
-KA76yUSK44,240.0,250.0," ""/m/01xqw,/m/02qmj0d,/m/05pd6,/m/07y_7,/m/0l14_3"""
-KTabIWnPSg,21.0,31.0," ""/m/04rlf,/m/06bxc,/t/dd00003"""
-LRl10YdS-U,30.0,40.0," ""/m/07plct2"","
-LU2f6iVRVg,20.0,30.0," ""/m/05rj2,/m/09x0r"""
-LgxtcD700E,30.0,40.0," ""/m/06bz3,/m/09x0r"""
-M6K3QoHh40,30.0,40.0," ""/m/04rlf,/m/07qv_x_"""
-M7ZNV6gLo0,310.0,320.0," ""/m/07sx8x_,/m/09x0r"""
-M7sMIJRQgg,30.0,40.0," ""/m/07qfgpx"","
-MaA9JUGSBI,18.0,28.0," ""/m/01hnzm"","
-MwKGVrPrmA,70.0,80.0," ""/m/0c2wf"","
-NRx0SBMjo0,24.0,34.0," ""/m/07ptzwd,/m/0838f"""
-Nc_T1FvPx0,70.0,80.0," ""/m/01jwx6,/m/02mk9,/m/07yv9"""
-NrseuJrJ6k,30.0,40.0," ""/m/09x0r,/m/0dv3j"""
-OAyRsvFGgc,30.0,40.0," ""/m/01glhc,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/0g12c5"""
-OMB-w3LPNY,190.0,200.0," ""/m/04rlf,/m/07sr1lc,/t/dd00129"""
-OUIEnuNd1I,30.0,40.0," ""/m/04rlf,/m/04wptg"""
-OVb-UG8yJw,30.0,40.0," ""/m/02l6bg,/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k5j,/t/dd00067"""
-OeV4dPAQiw,30.0,40.0," ""/m/04rlf,/m/068hy,/m/09x0r,/m/0jbk,/t/dd00136"""
-Opbeu2Y2yg,10.0,20.0," ""/m/07ppn3j"","
-OytVyTEboM,25.0,35.0," ""/m/0790c,/m/0c1dj"""
-PVEno65928,30.0,40.0," ""/m/03v3yw,/m/0btp2,/m/0k4j"""
-PhYF7PbFew,150.0,160.0," ""/m/07pqc89"","
-PyXfNxnHKs,110.0,120.0," ""/m/023pjk,/m/04brg2"""
-Q9MTRXS4bE,30.0,40.0," ""/m/024dl,/m/04rlf"""
-QX2Gv7J5gY,500.0,510.0," ""/m/0642b4,/m/09x0r"""
-Q_UXiwWR_c,30.0,40.0," ""/t/dd00134"","
-QsPqh8Kyrc,170.0,180.0," ""/m/06h7j,/m/09x0r"""
-QuWdnmn-kM,30.0,40.0," ""/m/04rlf,/m/0fd3y"""
-R4Vw5lNMPM,10.0,20.0," ""/m/01kcd,/m/07c6l"""
-R8MAtu1vWY,20.0,30.0," ""/m/07ppn3j"","
-RBs9pPhHY8,30.0,40.0," ""/m/012ndj,/m/03j1ly,/m/03kmc9"""
-RKQEJbjXx0,30.0,40.0," ""/m/07pbtc8"","
-RLILmQmubM,30.0,40.0," ""/m/07s2xch,/m/09x0r"""
-RYtUAsNhF0,30.0,40.0," ""/m/01jnbd,/m/02v2lh,/m/04rlf"""
-S-TDT5oq0Q,290.0,300.0," ""/m/01xq0k1,/m/07rpkh9,/m/0ch8v"""
-S1mCXpSsvc,30.0,40.0," ""/m/025wky1,/m/02mk9"""
-SD43H5B5hE,520.0,530.0," ""/m/01jg02,/m/01jg1z,/m/04rlf"""
-SWaCArvQug,21.0,31.0," ""/m/04rlf,/m/0fqfqc"""
-Sd-j0rKeKw,30.0,40.0," ""/m/07qz6j3,/m/09x0r"""
-SmkiYKIhfs,180.0,190.0," ""/m/01b82r,/m/083vt"""
-StCvzCSVdA,570.0,580.0," ""/m/02_41"","
-T2MO0xBNwM,26.0,36.0," ""/m/019jd,/m/02rlv9"""
-T3Td30k7hA,35.0,45.0," ""/m/07q0yl5"","
-TN-8OnbpPQ,170.0,180.0," ""/m/08j51y,/m/09x0r"""
-TxhuS0jsI4,70.0,80.0," ""/m/07r4k75,/m/09x0r,/t/dd00129"""
-U16iKiXGuY,30.0,40.0," ""/m/03_d0,/m/04rlf"""
-U7agd00tIg,130.0,140.0," ""/m/04fgwm"","
-U9jfwt03Gg,180.0,190.0," ""/m/07qc9xj"","
-UFvq4-iS-Y,580.0,590.0," ""/m/04rlf,/m/09x0r,/t/dd00013"""
-UKH_6moRZc,180.0,190.0," ""/m/09x0r,/m/0fqfqc"""
-USpijVx_aI,200.0,210.0," ""/m/0jb2l,/m/0ngt1"""
-UTdhK0lwuw,30.0,40.0," ""/m/0130jx,/m/02jz0l,/m/0838f"""
-Umconw-CRE,30.0,40.0," ""/m/0155w,/m/0342h,/m/04rlf"""
-UoPcgmbIkk,30.0,40.0," ""/m/09x0r,/t/dd00088"""
-V9U5F14AVY,40.0,50.0," ""/m/07ptzwd,/m/0838f"""
-VLOm8cJZRI,70.0,80.0," ""/m/023pjk,/m/04brg2"""
-VasGrFLqW8,110.0,120.0," ""/m/07r5v4s,/t/dd00125"""
-Vo4CAMX26U,30.0,40.0," ""/m/02bxd,/m/04rlf"""
-Vt__PL1bgk,240.0,250.0," ""/m/02p01q"","
-W4WT0zFV2Q,10.0,20.0," ""/m/032s66,/m/04zjc"""
-WDOQunQq5Q,90.0,100.0," ""/m/012xff"","
-WGiNsWOczo,470.0,480.0," ""/m/07rkbfh,/m/09x0r"""
-WIDMrHskbI,350.0,360.0," ""/m/0dwsp,/m/0dwtp,/m/0j45pbj"""
-WKYdeVL3_k,30.0,40.0," ""/m/04rlf,/m/08j51y,/m/09x0r"""
-WXIhTodJ6M,30.0,40.0," ""/m/04rlf,/m/0ggq0m"""
-Wd5YV97ftU,320.0,330.0," ""/m/04rlf,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv"""
-WoudI3gGvk,30.0,40.0," ""/m/05x_td"","
-WvVG0wHcTc,310.0,320.0," ""/m/015lz1,/m/01lyv,/m/0342h,/m/04rlf,/m/04wptg"""
-X8J0l_ISNI,30.0,40.0," ""/m/07pyf11,/m/0k5j"""
-XZBpMKRhok,10.0,20.0," ""/m/02g901,/m/09x0r"""
-XilaFMUwng,50.0,60.0," ""/m/015p6,/m/04s8yn"""
-XnPjiPiRAM,10.0,20.0," ""/m/01p970,/m/026t6,/m/0l14md"""
-XwtCzUaN1I,160.0,170.0," ""/m/01qbl,/m/03qtq"""
-XxUW9gW6mc,60.0,70.0," ""/m/03fwl,/m/09t49,/m/0ch8v,/m/0jbk"""
-Y-J_aNii3c,21.0,31.0," ""/m/04rlf,/m/06h7j"""
-Y8sJDoL1YA,15.0,25.0," ""/m/0mbct"","
-YAyjUL7_xo,200.0,210.0," ""/m/07p9k1k,/m/07ptfmf,/m/0dxrf"""
-YIT4HBM__g,30.0,40.0," ""/m/04rlf,/m/0y4f8,/m/0z9c"""
-YRJHtktT1g,170.0,180.0," ""/m/07qv_d5,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"""
-YfaQljuwwA,30.0,40.0," ""/m/07rv9rh"","
-Yk2eyBxCdQ,20.0,30.0," ""/m/05zc1,/m/0l7xg,/t/dd00077"""
-YwPSwhe2jo,30.0,40.0," ""/m/04rlf,/m/07qv_x_,/m/09x0r"""
-Z1ZSWDouUU,30.0,40.0," ""/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"""
-Z8bjo6q6jc,70.0,80.0," ""/m/032n05,/m/09x0r"""
-ZFQfWBmfdE,30.0,40.0," ""/m/07plct2"","
-ZJqu_4zLMc,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"""
-ZlExzZRlF4,30.0,40.0," ""/m/02x984l"","
-ZsrCgzYPpQ,30.0,40.0," ""/m/07rknqz,/m/07yv9,/m/0k4j"""
-_9xozPeXzk,30.0,40.0," ""/m/02bm9n,/m/0l7xg,/t/dd00077"""
-_HXiz8XnV0,580.0,590.0," ""/m/04rlf,/m/07pc8lb,/m/09x0r,/t/dd00125"""
-_QPd-VskKY,30.0,40.0," ""/m/04rmv"","
-_UCboMO_xE,0.0,7.0," ""/m/07ryjzk"","
-_f_ClsDxyc,80.0,90.0," ""/m/01kcd,/m/01wy6,/m/07gql"""
-a0drwQsrso,310.0,320.0," ""/m/02pjr4"","
-a8dC-A_xQE,120.0,130.0," ""/m/04rlf,/m/07rkbfh,/m/09x0r"""
-aJYgmhyrvQ,190.0,200.0," ""/m/07qlwh6,/m/09x0r"""
-aOxR6ILsw8,0.0,10.0," ""/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00129,/t/dd00130"""
-aRZT0PYhJU,140.0,150.0," ""/m/023vsd,/m/083vt"""
-aXWYfAdovc,230.0,240.0," ""/m/01h3n,/m/03vt0,/m/0h2mp"""
-adm_P3xa0s,10.0,20.0," ""/m/07phhsh,/m/07yv9,/m/09x0r"""
-bGQrd947QE,50.0,60.0," ""/m/06wzb,/m/07rjwbb"""
-bJPDtT31p0,100.0,110.0," ""/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"""
-bNJ9olw-OE,540.0,550.0," ""/m/04fgwm,/m/09x0r,/t/dd00125"""
-bZ4yrpTcjw,440.0,450.0," ""/m/01d380,/m/07k1x,/m/0_ksk"""
-bgHkxwoliw,30.0,40.0," ""/m/04rlf,/m/04wptg"""
-c7hCWwTlrY,30.0,40.0," ""/m/04rlf,/m/09x0r,/m/0fd3y"""
-cA9HsnV1ao,30.0,40.0," ""/m/03wvsk"","
-cj4S5lJmYE,30.0,40.0," ""/m/0939n_"","
-ct58kOlLfs,30.0,40.0," ""/m/019jd,/m/02rlv9"""
-d6lM-axSS8,170.0,180.0," ""/m/04rlf,/m/07rrh0c,/t/dd00125"""
-dL27atcAig,80.0,90.0," ""/m/0cj0r"","
-dL_J5KkKZQ,30.0,40.0," ""/m/04rlf,/m/07pws3f"""
-dVgUSrR8g4,30.0,40.0," ""/m/03lty,/m/04rlf,/m/0dl5d"""
-e4wXAy1iVo,0.0,10.0," ""/m/015lz1,/m/04rlf,/m/07xzm"""
-eDAoheZrY8,30.0,40.0," ""/m/04rlf,/t/dd00036"""
-eK9VHuiH74,30.0,40.0," ""/m/0150b9"","
-eabL1vJMt0,150.0,160.0," ""/m/01lsmm"","
-f1DNyngKVY,30.0,40.0," ""/m/015vgc,/m/04rlf,/m/0jtg0"""
-f6s6kQEHFY,0.0,10.0," ""/m/04rlf,/t/dd00033"""
-fAGzY9rnaA,30.0,40.0," ""/m/02zsn,/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/09x0r"""
-fJsZm3YRc0,30.0,40.0," ""/m/02rhddq,/m/07r04,/m/0gvgw0"""
-fP3n8D3sD4,20.0,30.0," ""/m/03wvsk"","
-fPdOa99Iwg,30.0,40.0," ""/m/07s04w4,/t/dd00001"""
-fTfRh0_RQ4,30.0,40.0," ""/t/dd00134"","
-fmmdkXn5YA,210.0,220.0," ""/m/07sq110,/m/09x0r,/t/dd00127"""
-fz6omiAhZ8,40.0,50.0," ""/m/07qv_d5,/m/0912c9,/m/09x0r"""
-gAzofSmRiY,21.0,31.0," ""/m/07pdhp0,/m/09x0r"""
-gBOhfAyaGI,30.0,40.0," ""/m/07bjf"","
-gCqnkIUmp0,140.0,150.0," ""/m/0261r1,/m/04rlf,/m/09x0r,/t/dd00125"""
-gKMeeAk460,230.0,240.0," ""/m/05zc1,/t/dd00077"""
-gSfPQqi6nI,30.0,40.0," ""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"""
-gbWL7MJ_kI,210.0,220.0," ""/m/05lls"","
-geVmY-Zo3E,30.0,40.0," ""/m/04rlf,/m/07sr1lc,/m/09x0r"""
-gz_moHFwl4,16.0,26.0," ""/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"""
-h5ZGw9Ci5c,450.0,460.0," ""/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/0bm02,/m/0l14md"""
-hA3ZkfDz30,500.0,510.0," ""/m/0d31p"","
-hJ1YTZ5AGI,30.0,40.0," ""/m/04rlf,/m/09x0r,/t/dd00003"""
-hSMzrWZCAE,30.0,40.0," ""/m/02x8m,/m/04rlf,/m/064t9,/m/06rqw,/t/dd00035"""
-hYRFCQdbLg,30.0,40.0," ""/m/04rlf,/m/04szw,/m/0l156b"""
-hedbpc8T0E,30.0,40.0," ""/m/0261r1"","
-hfAbHHlj44,30.0,40.0," ""/m/03qtwd,/m/04gy_2"""
-hn5Sfg7kX0,0.0,10.0," ""/m/07r4gkf"","
-hss7xpzIVc,30.0,40.0," ""/m/04rlf,/m/09x0r,/t/dd00003"""
-i9gpG3vPwA,30.0,40.0," ""/m/04rlf,/m/07qsvvw"""
-i9uQMysy_A,80.0,90.0," ""/m/02cz_7,/m/04rlf"""
-inB65exXFU,30.0,40.0," ""/m/032s66,/m/0_1c"""
-ixJaWvAkSw,30.0,40.0," ""/m/04rlf,/t/dd00033"""
-izmQQrgmsQ,80.0,90.0," ""/m/096m7z"","
-jA7nRwQp_E,30.0,40.0," ""/m/05pd6"","
-jDJ7EqnT2s,170.0,180.0," ""/m/07q6cd_,/m/09x0r,/t/dd00125"""
-jFSYIHh6zc,30.0,40.0," ""/m/07qz6j3,/m/09x0r"""
-jLujkP1aaw,30.0,40.0," ""/m/04rlf,/m/07bjf,/m/09x0r"""
-jZENGDFArw,80.0,90.0," ""/m/09x0r,/m/0l15bq,/m/0ytgt"""
-jaY3LS3Dv0,30.0,40.0," ""/m/09x0r,/m/0k65p,/m/0ytgt"""
-jcBFqcdpuI,6.0,16.0," ""/m/0dl9sf8"","
-ji1W2uf7iM,30.0,40.0," ""/m/02mk9,/t/dd00067"""
-k-hxP5eWko,30.0,40.0," ""/m/01yg9g,/m/09x0r"""
-kE7IL6pnKU,20.0,30.0," ""/m/01v_m0,/m/0hdsk"""
-kJqHrf-1mM,30.0,40.0," ""/m/028sqc,/m/02w4v,/m/04rlf,/m/0dq0md"""
-kPDH9n0PG4,310.0,320.0," ""/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"""
-kS4J9hxMLQ,70.0,80.0," ""/m/07p9k1k,/m/07ptfmf"""
-kWlE2dkoxc,170.0,180.0," ""/m/0d31p"","
-kZVoaYYU6o,0.0,8.0," ""/m/01bjv,/m/07yv9"""
-klFrl9cscc,60.0,70.0," ""/m/07qc9xj,/m/09x0r"""
-kpR93atgd8,30.0,40.0," ""/m/015y_n,/m/0164x2,/m/04rlf,/m/06cqb"""
-l-E3kyNcag,150.0,160.0," ""/m/01kcd,/m/0319l,/m/07c6l,/m/07gql"""
-lJctvybAJ8,30.0,40.0," ""/m/04rlf,/m/09x0r,/m/0dwt5"""
-lK7eYXq2ZQ,30.0,40.0," ""/m/06bz3,/m/09x0r"""
-lPXTBXa0tE,30.0,40.0," ""/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y"""
-lU8pMETgCM,200.0,210.0," ""/m/0150b9"","
-lcKnmO7gfo,10.0,20.0," ""/m/028v0c,/m/07ppn3j,/t/dd00125"""
-lci0RRFlkA,450.0,460.0," ""/m/016622"","
-ltdnlF_qMU,21.0,31.0," ""/m/04rlf,/m/07bjf"""
-luHnEomUxM,30.0,40.0," ""/m/07pczhz"","
-m9pH0WXQto,110.0,120.0," ""/m/04rlf,/m/07qsvvw"""
-mKtgDnG0oM,30.0,40.0," ""/m/04rlf,/m/09x0r,/t/dd00004"""
-mN6UH1Gd40,30.0,40.0," ""/m/04k94,/m/07p7b8y,/m/09x0r"""
-mmJqfAGvGs,150.0,160.0," ""/m/0dl83"","
-mpapCZXors,330.0,340.0," ""/m/01g90h,/m/09x0r"""
